name,artists,year,country,label,have,total.want,total.averageValue,format,price,info3,info2,info4,info5,info6,info
"
                
                                            
        
            E.R.P.
                
                ‎–
                
                                            Ancient Light (Hubble Telescope Series Vol. II)
                                    
            ",E.R.P.,2016,Germany,Solar One Music,76,332,4.68,"(4xFile, ALAC)",NA,Solar One Music,Vinyl,"
                Germany
            ","
                16 May 2016
            ",Electronic,Hubble Telescope Series
"
                
                                            
        
            Boston 168
                
                ‎–
                
                                            Oblivion EP
                                    
            ",Boston 168,NA,NA,NA,309,329,4.82,NA,$13.83,Odd Even,"
                Germany
            ","
                08 Feb 2016
            ",Electronic,Techno,Vinyl
"
                
                                            
        
            Yoruba Singers
                
                ‎–
                
                                            Black Pepper 
                                    
            ",Yoruba Singers,NA,NA,NA,253,330,4.83,NA,$17.03,Left Ear Records,"
                Australia
            ","
                03 Aug 2016
            ",Electronic,Afrobeat,Vinyl
"
                
                                            
        
            Manuel Göttsching
                
                ‎–
                
                                            E2-E4
                                    
            ",Manuel Göttsching,1984,Germany,Inteam GmbH,879,329,4.86,"(LP, Album, Ltd)",$21.49,MG.ART,"
                Germany
            ","
                Sep 2016
            ",Electronic,Minimal,Vinyl
"
                
                                            
        
            Kanye West
                
                ‎–
                
                                            The Life Of Pablo
                                    
            ",Kanye West,2016,US,"G.O.O.D. MUSIC, Def Jam Recordings",197,328,4.14,"(18xFile, FLAC, Album)",$35.01,Not On Label (Kanye West),NA,"
                2016
            ",Hip Hop,Pop Rap,Vinyl
"
                
                                            
        
            Basses Terres
                
                ‎–
                
                                            A Darker Rain 
                                    
            ",Basses Terres,2016,France,Brothers From Different Mothers,254,381,4.79,"(12"", EP)",$26.33,Electronic,2016,NA,NA,NA,Techno
"
                
                                            
        
            Claude Rodap -                     
        
            Fregate Orchestra
                
                ‎–
                
                                            Syn-Ka
                                    
            ",Claude Rodap,1982,France,Fregate Studio,214,325,4.76,(LP),$21.02,Granit Records (3),"
                France
            ","
                29 Jul 2016
            ",Jazz,Fusion,Vinyl
"
                
                                            
        
            J-Zbel
                
                ‎–
                
                                            Hyena Sticks Head In Elephant's Butt
                                    
            ",J-Zbel,NA,NA,NA,401,325,4.74,NA,$9.81,Brothers From Different Mothers,"
                France
            ","
                28 Apr 2016
            ",Electronic,Breakbeat,Vinyl
"
                
                                            
        
            Paso (6)
                
                ‎–
                
                                            We Can See That
                                    
            ",Paso (6),NA,NA,NA,198,321,4.88,NA,$31.93,D.KO Records,"
                France
            ","
                15 Jan 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            2814
                
                ‎–
                
                                            Rain Temple
                                    
            ",2814,2016,UK,Dream Catalogue,719,356,4.54,"(8xFile, MP3, Album, 320)",$18.42,Electronic,2016,NA,NA,NA,Ambient
"
                
                                            
        
            Massive Attack
                
                ‎–
                
                                            Ritual Spirit
                                    
            ",Massive Attack,2016,UK,Virgin EMI Records,1116,323,4.56,"(4xFile, MP3, EP)",$28.68,Virgin EMI Records,"
                UK & Europe
            ","
                04 Mar 2016
            ",Electronic,Trip Hop,Vinyl
"
                
                                            
        
            iO (Mulen)*
                
                ‎–
                
                                            Stick Out
                                    
            ",iO (Mulen),2016,Netherlands,Memoria Recordings,320,366,4.74,"(12"")",$10.64,Electronic,2016,NA,NA,NA,House
"
                
                                            
        
            Arşivplak
                
                ‎–
                
                                            Moog Edits 
                                    
            ",Arşivplak,NA,NA,NA,133,322,4.68,NA,$34.38,Arsivplak,"
                UK
            ","
                2016
            ",Electronic,Psychedelic,Vinyl
"
                
                                            
        
            Mogwai
                
                ‎–
                
                                            Atomic
                                    
            ",Mogwai,2016,Europe,Rock Action Records,1514,340,4.29,"(CD, Album)",$1.05,Rock,2016,NA,NA,NA,Post Rock
"
                
                                            
        
            Various
                
                ‎–
                
                                            Life is Strange Soundtrack
                                    
            ",Various,2016,Europe,Square Enix,52,321,4.59,"(CD, Album, Comp, Ltd)",$250.00,Square Enix,"
                UK & Europe
            ","
                Jan 2016
            ",Rock,NA,Vinyl
"
                
                                            
        
            Pasteur Lappé
                
                ‎–
                
                                            African Funk Experimentals 1979 - 1981
                                    
            ",Pasteur Lappé,NA,NA,NA,229,321,4.86,NA,$15.96,Africa Seven,"
                UK
            ","
                08 Apr 2016
            ",Funk / Soul,Afrobeat,Vinyl
"
                
                                            
        
            Bon Iver
                
                ‎–
                
                                            22, A Million
                                    
            ",Bon Iver,2016,US,"Jagjaguwar, Jagjaguwar",2164,324,4.46,"(LP, Album + 12"", Single, Red + Ltd)",$17.49,Jagjaguwar,"
                US
            ","
                30 Sep 2016
            ",Electronic,Indie Rock,Vinyl
"
                
                                            
        
            Donato Dozzy
                
                ‎–
                
                                            That Fab
                                    
            ",Donato Dozzy,2016,Italy,Spazio Disponibile,343,384,4.61,"(12"", EP)",$9.58,Electronic,2016,NA,NA,NA,Techno
"
                
                                            
        
            Justin Cudmore
                
                ‎–
                
                                            Crystal
                                    
            ",Justin Cudmore,2016,US,HNYTRX,146,322,4.95,"(3xFile, FLAC, 16-)",$67.05,HNYTRX,"
                US
            ","
                20 Apr 2016
            ",Electronic,Acid,Vinyl
"
                
                                            
        
            Leafar Legov
                
                ‎–
                
                                            Talk
                                    
            ",Leafar Legov,2016,Germany,Giegling,433,406,4.78,"(12"")",$12.24,Electronic,2016,NA,NA,NA,Ambient
"
                
                                            
        
            Expansives
                
                ‎–
                
                                            Life With You...
                                    
            ",Expansives,1982,Italy,Leader Records,268,316,4.42,"(12"", Single)",$8.51,Dark Entries,Vinyl,"
                US
            ","
                21 Aug 2016
            ",Electronic,Dark Entries Editions
"
                
                                            
        
            Greg Beato
                
                ‎–
                
                                            Untitled
                                    
            ",Greg Beato,NA,NA,NA,411,316,4.6,NA,$7.45,L.I.E.S.  (Long Island Electrical Systems),"
                US
            ","
                Jun 2016
            ",Electronic,Techno,Vinyl
"
                
                                            
        
            Paradise Forum /                     
        
            Maurice Jnr
                
                ‎–
                
                                            Last Night / That Good Thing
                                    
            ",Paradise Forum,NA,NA,NA,208,318,4.83,NA,$20.22,BOUNCIN,"
                UK
            ","
                14 Mar 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Various
                
                ‎–
                
                                            Surinam Funk Force
                                    
            ",Various,2016,Netherlands,Rush Hour Recordings,438,317,4.79,"(CD, Comp)",$20.22,Rush Hour Recordings,"
                Netherlands
            ","
                2016
            ",Funk / Soul,Boogie,Vinyl
"
                
                                            
        
            J Dilla
                
                ‎–
                
                                            Donuts 
                                    
            ",J Dilla,2006,US,Stones Throw Records,474,316,4.8,"(2x12"", Album)",$25.00,Stones Throw Records,"
                US
            ","
                2016
            ",Hip Hop,Instrumental,Vinyl
"
                
                                            
        
            Zendid
                
                ‎–
                
                                            Pins Of Djadi EP
                                    
            ",Zendid,NA,NA,NA,330,318,4.67,NA,$16.92,Discobar,"
                France
            ","
                2016
            ",Electronic,Minimal,Vinyl
"
                
                                            
        
            Aesop Rock
                
                ‎–
                
                                            The Impossible Kid
                                    
            ",Aesop Rock,2016,US,Rhymesayers Entertainment,1272,318,4.72,"(CD, Album)",$23.52,Rhymesayers Entertainment,"
                US
            ","
                29 Apr 2016
            ",Hip Hop,NA,Vinyl
"
                
                                            
        
            Discret Popescu
                
                ‎–
                
                                            Te stiu de undeva EP
                                    
            ",Discret Popescu,NA,NA,NA,172,315,4.67,NA,$21.29,Stomping Grounds,"
                Romania
            ","
                11 Apr 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Amon Amarth
                
                ‎–
                
                                            Jomsviking
                                    
            ",Amon Amarth,2016,US,Metal Blade Records,1514,355,4.31,"(CD, Album)",$5.59,Rock,2016,NA,NA,NA,Viking Metal
"
                
                                            
        
            iO (Mulen)*
                
                ‎–
                
                                            Stick Out
                                    
            ",iO (Mulen),2016,Netherlands,Memoria Recordings,252,313,4.71,"(12"", RP)",$12.76,Memoria Recordings,"
                Netherlands
            ","
                26 Feb 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Khotin
                
                ‎–
                
                                            Baikal Acid
                                    
            ",Khotin,2016,Canada,1080p,321,370,4.58,"(12"", EP, M/Print)",$9.82,Electronic,2016,NA,NA,NA,House
"
                
                                            
        
            Architects (2)
                
                ‎–
                
                                            All Our Gods Have Abandoned Us
                                    
            ",Architects (2),2016,USA & Canada,Epitaph,709,317,4.52,"(CD, Album)",$4.99,Rock,2016,NA,NA,NA,Metalcore
"
                
                                            
        
            Brian Harden
                
                ‎–
                
                                            FAS011
                                    
            ",Brian Harden,NA,NA,NA,501,311,4.69,NA,$8.51,Fathers & Sons Productions,"
                Spain
            ","
                16 Apr 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Ponzu Island
                
                ‎–
                
                                            Ponzu Beach EP
                                    
            ",Ponzu Island,2016,Spain,Apersonal Music,166,314,4.91,"(6xFile, MP3, EP, 320)",$25.54,Apersonal Music,"
                Spain
            ","
                29 Feb 2016
            ",Electronic,Disco,Vinyl
"
                
                                            
        
            Carrot Green &                     
        
            Selvagem
                
                ‎–
                
                                            Disco Halal Brazil
                                    
            ",Carrot Green,2016,Germany,Disco Halal,398,419,4.8,"(12"", Gre)",$8.60,Electronic,2016,NA,NA,NA,Bossanova
"
                
                                            
        
            J Dilla
                
                ‎–
                
                                            The Diary
                                    
            ",J Dilla,2016,US,"Pay Jay Productions, Mass Appeal",1021,312,4.38,"(CD, Album)",$17.99,Pay Jay Productions,"
                US
            ","
                16 Apr 2016
            ",Hip Hop,NA,Vinyl
"
                
                                            
        
            Cristi Cons &                     
        
            DeWalta
                
                ‎–
                
                                            ∞
                                    
            ",Cristi Cons,2016,Germany,Meander,321,333,4.71,"(12"", 180)",$8.41,Electronic,2016,NA,NA,NA,Techno
"
                
                                            
        
            Markus Sommer (2)
                
                ‎–
                
                                            Offenbach Heat EP
                                    
            ",Markus Sommer (2),NA,NA,NA,290,315,4.83,NA,$13.83,Imprints Records,"
                UK
            ","
                01 Nov 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Hinds
                
                ‎–
                
                                            Leave Me Alone
                                    
            ",Hinds,2016,UK,Lucky Number,936,380,4.26,"(LP, Album)",$5.32,Rock,2015,NA,NA,NA,Indie Rock
"
                
                                            
        
            Various
                
                ‎–
                
                                            Warm Regards
                                    
            ",Various,2016,Denmark,Regelbau,199,381,4.81,"(12"", W/Lbl)",$9.79,Electronic,2016,NA,NA,NA,Leftfield
"
                
                                            
        
            Moodymann
                
                ‎–
                
                                            Moodymann
                                    
            ",Moodymann,NA,NA,NA,73,310,4.38,NA,$32.99,Carhartt WIP,"
                US
            ","
                04 Mar 2016
            ",Electronic,Deep House,Vinyl
"
                
                                            
        
            Various
                
                ‎–
                
                                            Wake Up You! The Rise And Fall of Nigerian Rock 1972-1977 Vol. 1
                                    
            ",Various,2016,US,"Now-Again Records, Now-Again Records, Now-Again Records",482,310,4.51,"(2xLP, Comp, Ltd, Boo)",$15.96,Rock,2016,NA,NA,NA,NA
"
                
                                            
        
            Yussef Kamaal
                
                ‎–
                
                                            Black Focus
                                    
            ",Yussef Kamaal,2016,UK,Brownswood Recordings,81,318,5.0,"(CD, Album)",$105.36,Brownswood Recordings,"
                UK
            ","
                04 Nov 2016
            ",Electronic,Contemporary Jazz,Vinyl
"
                
                                            
        
            Project Pablo
                
                ‎–
                
                                            Priorities
                                    
            ",Project Pablo,NA,NA,NA,259,311,4.75,NA,$15.08,Magicwire,"
                UK
            ","
                08 Apr 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Aesop Rock
                
                ‎–
                
                                            The Impossible Kid
                                    
            ",Aesop Rock,2016,US,Rhymesayers Entertainment,1444,370,4.7,"(CD, Album)",$8.95,Hip Hop,2016,NA,NA,NA,NA
"
                
                                            
        
            Alcest
                
                ‎–
                
                                            Kodama
                                    
            ",Alcest,2016,Germany,Prophecy Productions,924,497,4.53,"(2xCD, Ltd, Har)",$12.28,Rock,2016,NA,NA,NA,Shoegaze
"
                
                                            
        
            TRP (5)
                
                ‎–
                
                                            Pano EP
                                    
            ",TRP (5),NA,NA,NA,442,312,4.78,NA,$8.51,Lobster Theremin,"
                UK
            ","
                06 May 2016
            ",Electronic,Techno,Vinyl
"
                
                                            
        
            Xiu Xiu
                
                ‎–
                
                                            Plays The Music Of Twin Peaks
                                    
            ",Xiu Xiu,2016,US,Polyvinyl Record Company,313,310,4.41,"(LP, Red + LP, Blu + Album, Ltd)",$55.26,Bella Union,"
                Europe
            ","
                16 Apr 2016
            ",Electronic,Experimental,Vinyl
"
                
                                            
        
            Terekke
                
                ‎–
                
                                            YYYYYYYYYY
                                    
            ",Terekke,2013,US,L.I.E.S.  (Long Island Electrical Systems),596,306,4.74,"(12"", W/Lbl)",$11.70,L.I.E.S.  (Long Island Electrical Systems),"
                US
            ","
                24 Feb 2016
            ",Electronic,Deep House,Vinyl
"
                
                                            
        
            Kanye West
                
                ‎–
                
                                            The Life Of Pablo
                                    
            ",Kanye West,2016,US,"G.O.O.D. MUSIC, Def Jam Recordings",NA,NA,NA,"(18xFile, FLAC, Album)",NA,Not On Label (Kanye West),NA,"
                15 Apr 2016
            ",Hip Hop,Contemporary R&B,Vinyl
"
                
                                            
        
            Rexy
                
                ‎–
                
                                            Running Out Of Time
                                    
            ",Rexy,1981,UK,Alien Records (7),186,310,4.64,"(LP, Album)",$19.28,Lucky Number,"
                UK
            ","
                18 Mar 2016
            ",Electronic,New Wave,Vinyl
"
                
                                            
        
            Brian Eno
                
                ‎–
                
                                            The Ship
                                    
            ",Brian Eno,2016,Europe,Warp Records,1186,371,4.17,"(CD, Album, Ltd)",$4.50,Electronic,2016,NA,NA,NA,Ambient
"
                
                                            
        
            Various
                
                ‎–
                
                                            Computered Love
                                    
            ",Various,2016,Germany,"Private Records (2), Private Records (2)",125,343,4.57,"(2xLP, Comp, Ltd)",$62.79,Electronic,2016,NA,NA,NA,Minimal
"
                
                                            
        
            Betty Davis
                
                ‎–
                
                                            The Columbia Years 1968-1969
                                    
            ",Betty Davis,2016,US,"Light In The Attic, Columbia",789,324,4.23,"(CD, Album, RM)",$18.80,Rock,2016,NA,NA,NA,Funk
"
                
                                            
        
            Vivien Goldman
                
                ‎–
                
                                            Resolutionary
                                    
            ",Vivien Goldman,2016,Germany,Staubgold,256,308,4.66,"(CD, Album, Comp)",$17.98,Staubgold,"
                Germany
            ","
                20 May 2016
            ",Electronic,Dub,Vinyl
"
                
                                            
        
            Lifetones
                
                ‎–
                
                                            For A Reason 
                                    
            ",Lifetones,1983,UK,Tone Of Life Records,162,307,4.67,"(LP, Album)",$22.00,Light In The Attic,"
                UK & US
            ","
                18 Mar 2016
            ",Electronic,Dub,Vinyl
"
                
                                            
        
            Preoccupations
                
                ‎–
                
                                            Preoccupations
                                    
            ",Preoccupations,2016,US,Jagjaguwar,1243,327,4.28,"(LP, Club, Ltd, Num, Blu)",$3.68,Rock,2016,NA,NA,NA,Post-Punk
"
                
                                            
        
            Urulu
                
                ‎–
                
                                            Greetings From Namek
                                    
            ",Urulu,NA,NA,NA,314,305,4.73,NA,$9.20,Voyage Recordings,"
                UK
            ","
                Feb 2016
            ",Electronic,Deep House,Vinyl
"
                
                                            
        
            Frank Ocean
                
                ‎–
                
                                            Blonde
                                    
            ",Frank Ocean,2016,,Boys Don't Cry,52,311,4.67,"(17xFile, AAC, Album, 256)",NA,Boys Don't Cry,"
                US
            ","
                20 Aug 2016
            ",Hip Hop,Contemporary R&B,CD
"
                
                                            
        
            Jay Daniel
                
                ‎–
                
                                            Broken Knowz
                                    
            ",Jay Daniel,2016,UK & Europe,Technicolour,177,305,4.79,(CD),$21.00,Technicolour,"
                UK & Europe
            ","
                24 Nov 2016
            ",Electronic,Deep House,Vinyl
"
                
                                            
        
            ONUR*
                
                ‎–
                
                                            Frequent Forest Turn EP
                                    
            ",ONUR,NA,NA,NA,283,304,4.62,NA,$11.71,Time Passages,"
                Germany
            ","
                21 Jun 2016
            ",Electronic,Techno,Vinyl
"
                
                                            
        
            Various
                
                ‎–
                
                                            Irrelevant Material
                                    
            ",Various,NA,NA,NA,189,306,4.85,NA,$10.62,Help Recordings,"
                Denmark
            ","
                May 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Limpid (2)
                
                ‎–
                
                                            Shine
                                    
            ",Limpid (2),NA,NA,NA,344,306,4.67,NA,$14.89,Metereze,"
                Romania
            ","
                31 Mar 2016
            ",Electronic,Minimal Techno,Vinyl
"
                
                                            
        
            Marie Davidson
                
                ‎–
                
                                            Adieux Au Dancefloor
                                    
            ",Marie Davidson,NA,NA,NA,216,304,4.62,NA,$23.37,Cititrax,"
                US
            ","
                06 Oct 2016
            ",Electronic,Experimental,Vinyl
"
                
                                            
        
            Golden Teacher
                
                ‎–
                
                                            Raveinstigator / Divine
                                    
            ",Golden Teacher,2016,UK,Sounds Of The Universe,116,304,4.78,"(12"", Single, Ltd)",$39.30,Sounds Of The Universe,"
                UK
            ","
                13 Jan 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Mr. G
                
                ‎–
                
                                            50/50 E.P
                                    
            ",Mr. G,NA,NA,NA,190,307,4.77,NA,NA,Bass Culture Records,"
                France
            ","
                12 May 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Pearson Sound
                
                ‎–
                
                                            XLB
                                    
            ",Pearson Sound,NA,NA,NA,268,305,4.68,NA,$23.41,Pearson Sound,"
                UK
            ","
                05 Aug 2016
            ",Electronic,Techno,Vinyl
"
                
                                            
        
            Schaltkreis Wassermann
                
                ‎–
                
                                            SKW
                                    
            ",Schaltkreis Wassermann,2016,Germany,"Private Records (2), Space-Records",147,309,4.62,"(2xLP, Comp, Dlx, Ltd, Gat)",$26.50,Electronic,2016,NA,NA,NA,Soundtrack
"
                
                                            
        
            Ty Garrett Segall*
                
                ‎–
                
                                            Emotional Mugger
                                    
            ",Ty Garrett Segall,2016,US,Drag City,1580,303,4.27,"(Cass, Album)",$10.64,Drag City,"
                US
            ","
                22 Jan 2016
            ",Rock,Garage Rock,Vinyl
"
                
                                            
        
            NOFX
                
                ‎–
                
                                            Sid & Nancy
                                    
            ",NOFX,2016,US,Fat Wreck Chords,711,334,3.97,"(7"", Ltd, Red)",$22.57,Rock,2016,NA,NA,NA,Punk
"
                
                                            
        
            David Bowie
                
                ‎–
                
                                            ★ (Blackstar)
                                    
            ",David Bowie,2016,UK & Europe,"ISO Records, Columbia, Sony Music",1454,305,4.66,"(CD, Album)",$68.77,ISO Records,"
                UK & Europe
            ","
                08 Jan 2016
            ",Electronic,Art Rock,Vinyl
"
                
                                            
        
            Britney Spears
                
                ‎–
                
                                            Glory
                                    
            ",Britney Spears,2016,US,RCA,551,294,3.57,"(CD, Album, Dlx)",$3.50,Electronic,2016,NA,NA,NA,Synth-pop
"
                
                                            
        
            Lin-Manuel Miranda
                
                ‎–
                
                                            Hamilton (Original Broadway Cast Recording)
                                    
            ",Lin-Manuel Miranda,2015,US,Atlantic,527,303,4.67,"(2xCD, Album)",$107.48,Atlantic,"
                USA & Canada
            ","
                15 Apr 2016
            ",Hip Hop,Musical,Box Set
"
                
                                            
        
            Hidden Spheres
                
                ‎–
                
                                             Waiting EP
                                    
            ",Hidden Spheres,2015,UK,Distant Hawaii,208,301,4.82,"(12"", EP)",$12.27,Distant Hawaii,"
                UK
            ","
                19 Feb 2016
            ",Electronic,Deep House,Vinyl
"
                
                                            
        
            Mark Pritchard
                
                ‎–
                
                                            Under The Sun
                                    
            ",Mark Pritchard,2016,UK,Warp Records,621,331,4.23,"(CD, Album)",$9.93,Electronic,2016,NA,NA,NA,Abstract
"
                
                                            
        
            DJ Shadow
                
                ‎–
                
                                            The Mountain Will Fall
                                    
            ",DJ Shadow,2016,US,"Mass Appeal, Liquid Amber",1082,302,4.18,"(CD, Album)",$20.86,Mass Appeal,"
                US
            ","
                24 Jun 2016
            ",Electronic,Bass Music,Vinyl
"
                
                                            
        
            Jenny Hval
                
                ‎–
                
                                            Blood Bitch
                                    
            ",Jenny Hval,2016,US,Sacred Bones Records,604,314,4.44,"(LP, Album, Ltd, Cle)",$9.00,Electronic,2016,NA,NA,NA,Experimental
"
                
                                            
        
            Teflon Dons
                
                ‎–
                
                                            Teflon Dons
                                    
            ",Teflon Dons,NA,NA,NA,114,307,4.67,NA,$26.00,Must Have Records,"
                US
            ","
                12 Dec 2016
            ",Electronic,Deep House,Vinyl
"
                
                                            
        
            Rotting Christ
                
                ‎–
                
                                            Rituals
                                    
            ",Rotting Christ,2016,France,"Season Of Mist, Season Of Mist",688,348,4.37,"(2xLP, Album, Ltd, Gre)",$7.99,Rock,2016,Season Of Mist,NA,NA,Black Metal
"
                
                                            
        
            Leon Vynehall
                
                ‎–
                
                                            Midnight On Rainbow Road
                                    
            ",Leon Vynehall,NA,NA,NA,396,300,4.69,NA,$11.16,Rush Hour Recordings,"
                Europe
            ","
                18 Jan 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            DJ Seinfeld
                
                ‎–
                
                                            Season 1 EP
                                    
            ",DJ Seinfeld,NA,NA,NA,160,307,4.65,NA,$22.35,Lobster Theremin,"
                UK
            ","
                01 Dec 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Vivien Goldman
                
                ‎–
                
                                            Resolutionary
                                    
            ",Vivien Goldman,2016,Germany,Staubgold,312,371,4.6,"(LP, Comp)",$12.98,Electronic,2016,NA,NA,NA,Dub
"
                
                                            
        
            Xiu Xiu
                
                ‎–
                
                                            Plays The Music Of Twin Peaks
                                    
            ",Xiu Xiu,2016,,Polyvinyl Record Company,414,297,4.27,"(12xFile, MP3, 320)",$74.50,Polyvinyl Record Company,"
                US
            ","
                16 Apr 2016
            ",Electronic,Experimental,Vinyl
"
                
                                            
        
            Minako Yoshida
                
                ‎–
                
                                            Midnight Driver / Town
                                    
            ",Minako Yoshida,NA,NA,NA,320,296,4.77,NA,$20.22,Rush Hour Recordings,Vinyl,"
                Netherlands
            ","
                30 Jun 2016
            ",Funk / Soul,Rush Hour Store Japan
"
                
                                            
        
            A Band Called Flash
                
                ‎–
                
                                            ABCF
                                    
            ",A Band Called Flash,NA,NA,NA,270,296,4.79,NA,$9.82,Future Vision World,"
                US
            ","
                02 Sep 2016
            ",Electronic,Deep House,Vinyl
"
                
                                            
        
            Joey Negro
                
                ‎–
                
                                            Remixed With Love By Joey Negro (Vol. Two) (Part A)
                                    
            ",Joey Negro,2016,UK,Z Records,208,296,4.81,"(2xCD, Comp)",$32.35,Z Records,Vinyl,"
                UK
            ","
                18 Mar 2016
            ",Jazz,Remixed With Love By Joey Negro
"
                
                                            
        
            Green Day
                
                ‎–
                
                                            Revolution Radio
                                    
            ",Green Day,2016,US,Reprise Records,1762,331,3.87,"(CD, Album, Dig)",$3.50,Rock,2016,NA,NA,NA,Punk
"
                
                                            
        
            Julian Alexander (3)
                
                ‎–
                
                                            Blind Box 002
                                    
            ",Julian Alexander (3),NA,NA,NA,253,294,4.62,NA,$9.21,Blind Box Series,"
                Europe
            ","
                01 Feb 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Gas
                
                ‎–
                
                                            Box
                                    
            ",Gas,NA,NA,NA,617,297,4.84,NA,$154.32,Kompakt,"
                Germany
            ","
                28 Oct 2016
            ",Electronic,Modern Classical,Box Set
"
                
                                            
        
            Al Dobson Jr*
                
                ‎–
                
                                            Rye Lane Volume II & III
                                    
            ",Al Dobson Jr,NA,NA,NA,392,294,4.82,NA,$15.95,Rhythm Section International,"
                UK
            ","
                22 Mar 2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Theologian /                     
        
            Ancient Methods
                
                ‎–
                
                                            La Saignée
                                    
            ",Theologian,2016,Germany,Metaphysik,250,343,4.85,"(12"", EP, Ltd, Num)",$11.70,Electronic,2016,NA,NA,NA,Industrial
"
                
                                            
        
            Jay Daniel
                
                ‎–
                
                                            Broken Knowz
                                    
            ",Jay Daniel,2016,UK & Europe,Technicolour,197,315,4.81,(CD),$17.03,Electronic,2016,NA,NA,NA,Deep House
"
                
                                            
        
            Afriqua
                
                ‎–
                
                                            Soul Correction
                                    
            ",Afriqua,NA,NA,NA,104,295,4.87,NA,$32.99,Cure Music,"
                Germany
            ","
                Dec 2016
            ",Electronic,Deep House,Vinyl
"
                
                                            
        
            Suzanne Ciani
                
                ‎–
                
                                            Buchla Concerts 1975
                                    
            ",Suzanne Ciani,2016,UK,Finders Keepers Records,329,384,4.53,(LP),$23.40,Electronic,2016,NA,NA,NA,Experimental
"
                
                                            
        
            Barac /                     
        
            dBridge*
                
                ‎–
                
                                            The Scorched Earth Interpretations
                                    
            ",Barac,2016,Germany,Meander,234,310,4.6,"(12"", 180)",$7.98,Electronic,2015,NA,NA,NA,Techno
"
                
                                            
        
            The Seatbelts
                
                ‎–
                
                                            Cowboy Bebop O.S.T. 1
                                    
            ",The Seatbelts,1998,Japan,Victor,20,298,5.0,"(CD, Album)",NA,Victor (4),"
                Netherlands
            ","
                19 Aug 2016
            ",Electronic,Free Jazz,Vinyl
"
                
                                            
        
            Mustafa Özkent Ve Orkestrası
                
                ‎–
                
                                            Gençlik Ile Elele
                                    
            ",Mustafa Özkent Ve Orkestrası,1973,Turkey,Evren,394,291,4.57,"(LP, Album)",$15.99,Jackpot Records (3),"
                US
            ","
                05 Feb 2016
            ",Rock,Psychedelic Rock,Vinyl
"
                
                                            
        
            Schoolboy Q
                
                ‎–
                
                                            Blank Face LP
                                    
            ",Schoolboy Q,2016,US,"Top Dawg Entertainment, Interscope Records",480,335,4.39,"(CD, Album)",$6.00,Hip Hop,2016,NA,NA,NA,Gangsta
"
                
                                            
        
            Joey Negro
                
                ‎–
                
                                            Remixed With Love By Joey Negro (Vol. Two) (Part B)
                                    
            ",Joey Negro,2016,UK,Z Records,198,292,4.9,"(2xCD, Comp)",$34.92,Z Records,Vinyl,"
                UK
            ","
                18 Mar 2016
            ",Jazz,Remixed With Love By Joey Negro
"
                
                                            
        
            100 Hz
                
                ‎–
                
                                            Circles
                                    
            ",100 Hz,NA,NA,NA,291,290,4.78,NA,$8.50,Bosconi Records,"
                Italy
            ","
                2016
            ",Electronic,Techno,Vinyl
"
                
                                            
        
            Psychic Mirrors
                
                ‎–
                
                                            Nature Of Evil
                                    
            ",Psychic Mirrors,NA,NA,NA,180,290,4.96,NA,$52.15,Cosmic Chronic,"
                US
            ","
                12 Apr 2016
            ",Funk / Soul,NA,Vinyl
"
                
                                            
        
            Basement (4)
                
                ‎–
                
                                            Promise Everything
                                    
            ",Basement (4),2016,US,Run For Cover Records (2),1093,291,4.43,(CD),$4.50,Rock,2016,NA,NA,NA,Indie Rock
"
                
                                            
        
            Mall Grab
                
                ‎–
                
                                            I Just Wanna
                                    
            ",Mall Grab,NA,NA,NA,350,293,4.45,NA,$10.63,Hot Haus Recs,"
                UK
            ","
                2016
            ",Electronic,House,Vinyl
"
                
                                            
        
            Car Seat Headrest
                
                ‎–
                
                                            Teens Of Denial
                                    
            ",Car Seat Headrest,2016,US,Matador,809,292,4.66,"(CD, Album, Rec)",$15.96,Matador,"
                US
            ","
                08 Jul 2016
            ",Rock,Alternative Rock,Vinyl
"
                
                                            
        
            BadBadNotGood
                
                ‎–
                
                                            IV
                                    
            ",BadBadNotGood,2016,US,Innovative Leisure Records,2192,293,4.15,"(2xLP, Album)",$17.99,Innovative Leisure Records,Vinyl,"
                US
            ","
                08 Jul 2016
            ",Jazz,"Vinyl Me, Please Records Of The Month"
